fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20221001 231846	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	182	TRUE	238001	0.0374018945323559	0.280305160435475	4733	1678	9510	26500000	163
20221001 231931	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	235	TRUE	238001	0.0689052899718925	0.440576327361166	7002	2776	9558	26090000	164
20221001 231953	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	76	TRUE	238001	0.101966258249526	0.316603409534693	4798	977	8159	25930000	165
20221001 232219	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	795	TRUE	238001	0.00877976635070052	0.788732928699069	4973	1882	8377	26370000	166
20221001 232244	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	153	TRUE	238001	0.147694831122286	0.69469016568847	7042	1925	9302	25880000	167
20221001 232302	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	43	TRUE	238001	0.155340249215632	0.523615943495743	3989	2469	8203	25280000	168
20221001 232319	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	35	TRUE	238001	0.266513759121229	0.52517031098865	2377	1060	10417	24850000	169
20221001 232356	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	120	TRUE	238001	0.285259741890568	0.362494417313114	655	2837	8063	24920000	170
20221001 232411	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	12	TRUE	238001	0.21386243191692	0.93559075476639	978	150	8225	24830000	171
20221001 232455	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	72	TRUE	238001	0.269311459207335	0.343436561851017	108	1367	9330	22860000	172
20221001 232518	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1	TRUE	238001	0.270611644869128	0.779810135622695	7	339	9332	15340000	173
20221001 233022	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	947	TRUE	238001	0.00592237671257666	0.519415239826811	1094	2583	8865	27630000	174
20221001 233340	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	917	TRUE	238001	0.00988021907033867	0.951584674001031	1739	2396	9301	27080000	175
20221001 233427	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	172	TRUE	238001	0.0478759484757911	0.245901408565869	1041	2580	8930	27180000	176
20221001 233613	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	451	TRUE	238001	0.0270274143917566	0.721295655605474	1117	2501	9595	27770000	177
20221001 233827	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	440	TRUE	238001	0.0223213639140473	0.526095496770693	860	2449	8929	27670000	178
20221001 233932	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	154	TRUE	238001	0.029787073860599	0.557699393152392	1105	2618	8817	27330000	179
20221001 234212	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	700	TRUE	238001	0.0148488213851252	0.70232615770325	1190	2375	9177	27890000	180
20221001 234334	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	148	TRUE	238001	0.0188226325139395	0.512149366516853	941	2598	8892	27180000	181
20221001 234726	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	498	TRUE	238001	0.00667893154791068	0.389395926568845	639	2630	8422	27800000	182
20221001 234915	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	426	TRUE	238001	0.0266125387791383	0.489543562858675	1483	2406	9104	27800000	183
20221001 235036	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	124	TRUE	238001	0.0357243708303999	0.353853718508208	258	2511	9809	27190000	184
20221001 235405	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	616	TRUE	238001	0.0110246494075807	0.720492143620054	653	2270	9202	2.8e+07	185
20221002 000001	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	811	TRUE	238001	0.00821636489411273	0.715272863424904	415	2287	8871	27700000	186
20221002 000401	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	955	TRUE	238001	0.013363394561577	0.730029179821461	839	2240	9433	27620000	187
20221002 000750	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	738	TRUE	238001	0.0119126540796894	0.468219960622208	650	2515	8708	27710000	188
20221002 000858	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	174	TRUE	238001	0.0235439827581287	0.714409309722332	1207	2411	8868	27470000	189
20221002 001108	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	472	TRUE	238001	0.0167440313274393	0.529425756547676	1592	2390	9589	27150000	190
20221002 001334	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	236	TRUE	238001	0.0128324215854526	0.621533220451829	537	2348	9151	27540000	191
20221002 001422	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	172	TRUE	238001	0.0432830356682498	0.646235098332468	1955	2410	9425	27230000	192
20221002 001544	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	273	TRUE	238001	0.0333344721013852	0.608607335842541	933	2579	9652	27340000	193
20221002 001804	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	388	TRUE	238001	0.0137633668350291	0.583768154679039	949	2076	9024	27480000	194
20221002 001920	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	201	TRUE	238001	0.0184171147764891	0.795135726175058	1476	2278	9100	26840000	195
20221002 002942	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1185	TRUE	238001	0.0053572095158581	0.597303822100315	281	2268	9392	27700000	196
20221002 003105	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	262	TRUE	238001	0.0349759698712395	0.460080973609298	1072	2582	8812	27420000	197
20221002 003256	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	404	TRUE	238001	0.0244102653955787	0.474830862373328	1027	2553	8908	27630000	198
20221002 003508	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	333	TRUE	238001	0.0129136870997264	0.496370770400607	1010	2426	8835	27690000	199
20221002 003704	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	570	TRUE	238001	0.0274506341082705	0.694955615283221	1396	2391	9341	27800000	200
20221002 003926	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	512	TRUE	238001	0.0217973120005082	0.491957610566518	907	2347	9175	27810000	201
20221002 004220	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	497	TRUE	238001	0.0109430115171767	0.575166595357424	991	2516	8787	27630000	202
20221002 004715	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1347	TRUE	238001	0.00976764175213713	0.67903590752046	1179	2274	9343	27960000	203
20221002 004904	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	264	TRUE	238001	0.0127128663551348	0.403480895324539	1370	2608	8621	27160000	204
20221002 005314	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	870	TRUE	238001	0.00769126936003749	0.502420587852411	1350	2686	8346	27470000	205
20221002 005529	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	519	TRUE	238001	0.0263532114970246	0.496416723517422	1111	2579	8893	27820000	206
20221002 005920	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	733	TRUE	238001	0.0105413129234215	0.491166355141369	782	2506	9235	27690000	207
20221002 011043	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	3125	TRUE	238001	0.0050106261703098	0.529165532690531	1316	2506	8381	28120000	208
20221002 011830	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1868	TRUE	238001	0.00518335913982368	0.704138819663405	983	2549	9846	27510000	209
20221002 011947	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	221	TRUE	238001	0.0373881887754362	0.469988494644547	788	2404	8875	27930000	210
20221002 012038	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	82	TRUE	238001	0.0478680144582964	0.490010195277869	599	2400	9418	26770000	211
20221002 012710	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1499	TRUE	238001	0.00594304284852596	0.519511146866996	1207	2491	8591	27700000	212
20221002 012926	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	342	TRUE	238001	0.0128767929298484	0.534464257164136	1189	2542	8362	27680000	213
20221002 013446	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	737	TRUE	238001	0.00537805498637819	0.502690181309086	742	2595	8753	27860000	214
20221002 013547	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	130	TRUE	238001	0.0370439743949902	0.501880315565516	801	2468	9279	27370000	215
20221002 014246	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1455	TRUE	238001	0.00505842456725416	0.500103290723372	1049	2529	8140	27560000	216
